Operation
60
60
60
60
60
60
60
60
60
60
46
16
52
52
40
8
34
39
36
30
29
37
3
49
51
48
53
50
47
44
57
48
57
34
11
52
53
42
29
41
27
58
34
8
47
44
45
40
49
53
43
23
27
56
51
56
22
35
37
49
27
37
20
55
38
31
53
52
9
53
36
46
51
43
41
46
14
24
40
34
44
50
54
52
34
51
57
35
57
57
55
35
32
50
50
48
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
37
9
11
54
21
1
20
55
44
48
52
50
36
30
28
37
1
1
1
1
34
48
58
37
9
36
30
10
48
33
54
36
33
53
48
47
55
35
3
38
45
38
16
10
6
4
10
41
54
48
50
53
55
52
46
50
38
37
12
22
18
60
52
50
29
35
52
21
14
41
34
38
42
4
47
41
34
37
33
27
49
39
46
56
60
44
39
51
50
58
52
17
41
40
32
37
42
38
54
11
35
30
45
40
24
40
29
52
37
44
29
21
44
5
37
5
15
32
29
27
2
48
51
10
8
32
42
21
37
30
41
15
55
33
26
32
50
44
52
6
8
40
55
45
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
15
40
42
13
21
50
51
41
39
55
48
52
34
40
56
51
37
41
42
29
27
15
28
29
41
41
27
15
19
33
46
36
53
40
44
12
37
22
30
50
22
6
10
43
39
16
16
28
38
33
1
6
51
42
52
52
56
24
33
46
53
47
25
42
36
53
56
47
18
13
37
16
45
39
44
38
10
52
53
30
44
56
48
44
2
17
51
41
45
56
49
48
30
47
53
30
1
1
1
1
1
1
1
1
10
9
14
1
1
1
1
1
36
39
52
48
11
37
43
46
1
1
1
1
1
1
1
1
12
1
1
1
1
1
1
1
16
40
42
25
36
9
37
28
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
25
56
51
47
30
14
55
36
52
19
49
24
36
25
42
35
39
1
32
37
5
39
57
40
6
36
42
52
11
24
39
43
20
47
33
43
29
16
37
30
36
28
29
1
47
22
1
25
48
33
27
1
1
45
25
1
24
2
48
39
9
27
20
45
32
51
29
1
9
40
26
32
44
22
1
27
10
33
39
48
31
45
40
42
45
42
52
41
38
19
38
4
7
44
29
47
50
39
46
53
38
38
45
47
29
49
51
15
34
40
37
41
51
44
52
37
2
1
1
1
22
58
39
44
1
38
21
54
41
47
44
43
29
34
47
45
56
55
50
53
16
37
24
46
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
51
37
19
2
54
31
45
45
39
48
32
37
14
44
29
51
52
53
50
32
38
49
48
47
43
37
47
53
50
36
24
42
45
50
56
42
36
32
36
52
44
57
49
12
40
51
55
51
49
48
48
59
10
33
38
30
52
49
